timestamp,end_to_end_latency_ms,inference_latency_ms,end_to_end_fps,inference_fps
2026-05-26 20:39:47.919,92.54,80.374,9.584,9.588
2026-05-26 20:39:48.021,91.964,79.611,9.639,9.638
2026-05-26 20:39:48.124,91.372,78.342,9.638,9.641
2026-05-26 20:39:48.227,92.463,80.242,9.639,9.638
2026-05-26 20:39:48.329,92.134,79.74,9.688,9.684
2026-05-26 20:39:48.433,92.107,79.011,9.687,9.687
2026-05-26 20:39:48.535,92.195,80.001,9.69,9.687
2026-05-26 20:39:48.637,91.944,79.109,9.695,9.691
2026-05-26 20:39:48.742,94.876,81.108,9.699,9.7
2026-05-26 20:39:48.845,92.352,79.806,9.698,9.695
2026-05-26 20:39:48.947,92.085,79.433,9.699,9.696
2026-05-26 20:39:49.051,92.083,79.107,9.692,9.699
2026-05-26 20:39:49.154,92.176,79.95,9.69,9.692
2026-05-26 20:39:49.255,92.102,79.642,9.694,9.689
2026-05-26 20:39:49.357,91.188,78.036,9.699,9.698
2026-05-26 20:39:49.460,91.9,79.256,9.696,9.701
2026-05-26 20:39:49.561,91.676,79.075,9.699,9.697
2026-05-26 20:39:49.665,93.335,79.682,9.698,9.695
2026-05-26 20:39:49.771,95.406,82.823,9.697,9.695
2026-05-26 20:39:49.873,91.658,78.757,9.702,9.698
2026-05-26 20:39:49.974,91.655,78.545,9.706,9.705
2026-05-26 20:39:50.077,92.376,79.652,9.709,9.706
2026-05-26 20:39:50.179,91.717,78.866,9.716,9.711
2026-05-26 20:39:50.283,92.78,79.308,9.707,9.715
2026-05-26 20:39:50.386,92.291,80.073,9.708,9.707
2026-05-26 20:39:50.490,91.916,78.894,9.708,9.708
2026-05-26 20:39:50.593,91.475,78.464,9.71,9.713
2026-05-26 20:39:50.694,92.054,79.836,9.714,9.709
2026-05-26 20:39:50.814,109.205,95.864,9.675,9.67
2026-05-26 20:39:50.916,92.1,79.638,9.679,9.676
2026-05-26 20:39:51.037,106.715,93.902,9.616,9.631
2026-05-26 20:39:51.143,92.313,80.242,9.605,9.612
2026-05-26 20:39:51.246,92.196,80.143,9.606,9.606
2026-05-26 20:39:51.349,92.54,80.26,9.605,9.605
2026-05-26 20:39:51.452,92.306,79.614,9.607,9.603
2026-05-26 20:39:51.554,91.93,78.947,9.607,9.609
2026-05-26 20:39:51.660,94.881,82.536,9.593,9.597
2026-05-26 20:39:51.766,94.27,81.458,9.593,9.594
2026-05-26 20:39:51.867,91.302,79.15,9.597,9.596
2026-05-26 20:39:51.970,92.283,79.389,9.593,9.597
2026-05-26 20:39:52.073,92.553,79.643,9.597,9.592
2026-05-26 20:39:52.175,91.739,79.026,9.597,9.598
2026-05-26 20:39:52.278,91.811,79.336,9.594,9.598
2026-05-26 20:39:52.382,92.648,79.518,9.587,9.59
2026-05-26 20:39:52.485,92.36,80.114,9.586,9.586
2026-05-26 20:39:52.588,92.933,80.323,9.582,9.583
2026-05-26 20:39:52.691,92.404,79.318,9.585,9.585
2026-05-26 20:39:52.796,95.09,82.472,9.586,9.586
2026-05-26 20:39:52.899,92.613,79.969,9.583,9.583
2026-05-26 20:39:53.003,92.785,79.721,9.576,9.579
2026-05-26 20:39:53.106,92.403,80.052,9.573,9.576
2026-05-26 20:39:53.209,92.792,79.782,9.571,9.57
2026-05-26 20:39:53.312,92.661,79.732,9.576,9.569
2026-05-26 20:39:53.415,92.982,80.282,9.577,9.574
2026-05-26 20:39:53.519,92.983,80.187,9.574,9.573
2026-05-26 20:39:53.622,92.632,80.281,9.572,9.568
2026-05-26 20:39:53.727,92.823,80.431,9.562,9.57
2026-05-26 20:39:53.833,95.186,82.088,9.604,9.608
2026-05-26 20:39:53.936,92.123,79.669,9.601,9.604
2026-05-26 20:39:54.040,92.131,79.547,9.658,9.648
2026-05-26 20:39:54.143,92.512,79.903,9.668,9.659
2026-05-26 20:39:54.246,92.207,79.887,9.667,9.668
2026-05-26 20:39:54.348,91.64,79.255,9.67,9.67
2026-05-26 20:39:54.450,92.108,79.171,9.672,9.672
2026-05-26 20:39:54.554,92.37,79.742,9.667,9.669
2026-05-26 20:39:54.657,92.145,79.453,9.676,9.676
2026-05-26 20:39:54.762,94.999,82.628,9.679,9.672
2026-05-26 20:39:54.864,92.07,79.348,9.675,9.677
2026-05-26 20:39:54.967,92.863,79.144,9.675,9.674
2026-05-26 20:39:55.071,92.126,78.88,9.673,9.677
2026-05-26 20:39:55.173,91.559,79.188,9.675,9.673
2026-05-26 20:39:55.275,92.403,79.955,9.677,9.672
2026-05-26 20:39:55.380,93.314,80.538,9.674,9.672
2026-05-26 20:39:55.483,92.33,79.936,9.674,9.674
2026-05-26 20:39:55.587,92.686,80.149,9.67,9.675
2026-05-26 20:39:55.690,92.649,80.259,9.668,9.668
2026-05-26 20:39:55.796,94.235,81.903,9.668,9.671
2026-05-26 20:39:55.912,105.201,92.672,9.625,9.627
2026-05-26 20:39:56.014,91.819,79.518,9.632,9.627
2026-05-26 20:39:56.117,91.456,78.491,9.632,9.636
2026-05-26 20:39:56.220,92.509,80.233,9.63,9.633
2026-05-26 20:39:56.321,91.589,79.018,9.635,9.634
2026-05-26 20:39:56.425,91.6,77.952,9.634,9.641
2026-05-26 20:39:56.528,92.003,79.638,9.638,9.637
2026-05-26 20:39:56.631,91.746,79.037,9.64,9.641
2026-05-26 20:39:56.735,91.847,79.032,9.64,9.644
2026-05-26 20:39:56.837,92.039,79.861,9.655,9.649
2026-05-26 20:39:56.939,91.675,78.828,9.658,9.656
2026-05-26 20:39:57.044,93.626,80.457,9.652,9.654
2026-05-26 20:39:57.147,91.983,79.525,9.654,9.653
2026-05-26 20:39:57.250,91.872,79.438,9.655,9.655
2026-05-26 20:39:57.352,91.56,78.866,9.651,9.656
2026-05-26 20:39:57.455,91.857,79.532,9.65,9.651
2026-05-26 20:39:57.558,92.115,79.676,9.652,9.651
2026-05-26 20:39:57.661,92.17,79.427,9.653,9.653
2026-05-26 20:39:57.767,94.591,82.201,9.651,9.654
2026-05-26 20:39:57.870,92.041,79.152,9.646,9.651
2026-05-26 20:39:57.973,92.46,80.022,9.647,9.647
2026-05-26 20:39:58.077,92.502,80.011,9.646,9.644
2026-05-26 20:39:58.179,91.603,78.962,9.648,9.646
2026-05-26 20:39:58.281,92.287,79.714,9.647,9.648
2026-05-26 20:39:58.383,92.282,79.672,9.655,9.65
2026-05-26 20:39:58.488,92.583,79.759,9.651,9.654
2026-05-26 20:39:58.590,91.911,79.548,9.655,9.654
2026-05-26 20:39:58.693,91.878,79.459,9.658,9.658
2026-05-26 20:39:58.800,95.238,82.28,9.653,9.655
2026-05-26 20:39:58.903,92.295,79.913,9.694,9.695
2026-05-26 20:39:59.005,92.078,79.415,9.693,9.693
2026-05-26 20:39:59.109,92.999,79.894,9.692,9.688
2026-05-26 20:39:59.215,94.961,82.44,9.683,9.684
2026-05-26 20:39:59.319,91.97,79.403,9.674,9.682
2026-05-26 20:39:59.421,92.615,80.265,9.678,9.67
2026-05-26 20:39:59.525,91.828,79.078,9.677,9.678
2026-05-26 20:39:59.628,91.783,79.315,9.675,9.677
2026-05-26 20:39:59.732,91.956,79.628,9.679,9.674
2026-05-26 20:39:59.836,93.39,81.32,9.67,9.674
2026-05-26 20:39:59.940,93.035,79.52,9.663,9.669
2026-05-26 20:40:00.043,92.158,79.704,9.67,9.667
2026-05-26 20:40:00.147,92.301,79.824,9.666,9.669
2026-05-26 20:40:00.251,92.312,78.465,9.664,9.669
2026-05-26 20:40:00.354,92.445,80.057,9.662,9.661
2026-05-26 20:40:00.458,92.127,78.978,9.658,9.661
2026-05-26 20:40:00.560,92.66,80.147,9.661,9.656
2026-05-26 20:40:00.664,92.141,79.316,9.659,9.659
2026-05-26 20:40:00.769,94.668,82.273,9.659,9.659
2026-05-26 20:40:00.873,92.691,80.375,9.659,9.657
2026-05-26 20:40:00.976,92.559,80.231,9.659,9.658
2026-05-26 20:40:01.080,92.619,80.115,9.657,9.658
2026-05-26 20:40:01.181,91.813,79.267,9.659,9.658
2026-05-26 20:40:01.284,92.938,80.168,9.657,9.657
2026-05-26 20:40:01.389,92.755,79.848,9.65,9.656
2026-05-26 20:40:01.492,92.401,79.579,9.654,9.652
2026-05-26 20:40:01.595,91.937,79.501,9.654,9.654
2026-05-26 20:40:01.698,91.679,79.189,9.653,9.654
2026-05-26 20:40:01.803,94.381,82.155,9.658,9.654
2026-05-26 20:40:01.904,91.828,79.181,9.664,9.659
2026-05-26 20:40:02.009,93.294,80.155,9.655,9.661
2026-05-26 20:40:02.111,92.553,80.123,9.659,9.656
2026-05-26 20:40:02.215,92.379,79.451,9.668,9.668
2026-05-26 20:40:02.325,100.934,88.466,9.646,9.639
2026-05-26 20:40:02.428,92.366,79.618,9.646,9.647
2026-05-26 20:40:02.532,92.328,79.738,9.643,9.645
2026-05-26 20:40:02.637,94.107,81.794,9.64,9.636
2026-05-26 20:40:02.743,95.83,82.548,9.629,9.629
2026-05-26 20:40:02.845,92.361,79.592,9.637,9.634
2026-05-26 20:40:02.948,92.671,80.032,9.642,9.635
2026-05-26 20:40:03.052,92.66,79.908,9.639,9.64
2026-05-26 20:40:03.155,92.232,79.466,9.642,9.64
2026-05-26 20:40:03.257,91.352,78.99,9.646,9.64
2026-05-26 20:40:03.361,93.334,80.722,9.643,9.642
2026-05-26 20:40:03.465,93.206,80.91,9.642,9.639
2026-05-26 20:40:03.568,92.103,79.702,9.64,9.644
2026-05-26 20:40:03.673,92.771,79.813,9.637,9.638
2026-05-26 20:40:03.778,94.168,81.781,9.639,9.638
2026-05-26 20:40:03.880,92.197,79.482,9.644,9.641
2026-05-26 20:40:03.985,93.205,79.691,9.639,9.643
2026-05-26 20:40:04.088,92.121,79.783,9.642,9.641
2026-05-26 20:40:04.190,91.406,78.928,9.637,9.642
2026-05-26 20:40:04.294,91.847,79.126,9.636,9.642
2026-05-26 20:40:04.396,91.754,79.344,9.643,9.639
2026-05-26 20:40:04.499,91.871,79.359,9.642,9.643
2026-05-26 20:40:04.603,91.922,79.039,9.641,9.644
2026-05-26 20:40:04.705,91.825,79.477,9.642,9.641
2026-05-26 20:40:04.809,93.727,81.103,9.647,9.644
2026-05-26 20:40:04.910,91.221,78.308,9.646,9.65
2026-05-26 20:40:05.013,92.893,80.256,9.653,9.646
2026-05-26 20:40:05.115,91.745,78.907,9.653,9.655
2026-05-26 20:40:05.220,92.722,79.23,9.651,9.653
2026-05-26 20:40:05.323,92.162,79.882,9.675,9.679
2026-05-26 20:40:05.426,92.069,78.999,9.672,9.676
2026-05-26 20:40:05.528,91.936,79.215,9.68,9.675
2026-05-26 20:40:05.631,92.39,79.691,9.683,9.685
2026-05-26 20:40:05.735,92.697,79.903,9.693,9.693
2026-05-26 20:40:05.840,93.792,80.894,9.683,9.688
2026-05-26 20:40:05.942,92.678,80.359,9.685,9.683
2026-05-26 20:40:06.045,92.721,79.889,9.688,9.684
2026-05-26 20:40:06.149,92.846,79.861,9.684,9.685
2026-05-26 20:40:06.253,92.599,80.166,9.68,9.681
2026-05-26 20:40:06.356,92.758,80.225,9.684,9.682
2026-05-26 20:40:06.459,92.526,79.872,9.689,9.686
2026-05-26 20:40:06.561,92.37,79.723,9.691,9.688
2026-05-26 20:40:06.664,92.487,80.112,9.694,9.691
2026-05-26 20:40:06.776,100.839,88.227,9.671,9.673
2026-05-26 20:40:06.879,92.468,79.805,9.669,9.67
2026-05-26 20:40:06.981,92.63,79.514,9.677,9.672
2026-05-26 20:40:07.088,95.591,82.886,9.665,9.665
2026-05-26 20:40:07.193,93.842,81.155,9.657,9.659
2026-05-26 20:40:07.296,92.329,79.923,9.658,9.655
2026-05-26 20:40:07.400,92.474,79.835,9.655,9.655
2026-05-26 20:40:07.503,91.275,78.316,9.656,9.658
2026-05-26 20:40:07.612,100.223,87.471,9.635,9.63
2026-05-26 20:40:07.717,92.636,79.687,9.629,9.633
2026-05-26 20:40:07.822,94.042,81.139,9.625,9.629
2026-05-26 20:40:07.924,92.3,79.53,9.624,9.621
2026-05-26 20:40:08.028,92.869,79.541,9.619,9.625
2026-05-26 20:40:08.132,92.408,79.821,9.615,9.617
2026-05-26 20:40:08.235,92.208,79.777,9.619,9.615
2026-05-26 20:40:08.339,93.355,80.645,9.615,9.616
2026-05-26 20:40:08.442,91.856,79.431,9.617,9.616
2026-05-26 20:40:08.544,92.515,79.911,9.615,9.614
2026-05-26 20:40:08.651,95.337,82.862,9.606,9.605
2026-05-26 20:40:08.754,94.001,81.692,9.605,9.6
2026-05-26 20:40:08.858,92.319,78.913,9.608,9.609
2026-05-26 20:40:08.960,91.561,79.215,9.611,9.611
2026-05-26 20:40:09.063,92.4,79.574,9.609,9.612
2026-05-26 20:40:09.165,91.382,78.895,9.616,9.613
2026-05-26 20:40:09.267,92.265,79.042,9.62,9.619
2026-05-26 20:40:09.371,92.014,79.344,9.619,9.622
2026-05-26 20:40:09.474,91.838,79.005,9.617,9.622
2026-05-26 20:40:09.580,94.587,82.238,9.607,9.61
2026-05-26 20:40:09.681,91.803,79.218,9.613,9.61
2026-05-26 20:40:09.787,94.276,81.074,9.633,9.635
2026-05-26 20:40:09.888,91.903,79.534,9.636,9.635
2026-05-26 20:40:09.990,91.856,79.142,9.638,9.637
2026-05-26 20:40:10.093,92.147,78.686,9.651,9.65
2026-05-26 20:40:10.197,92.837,80.341,9.654,9.652
2026-05-26 20:40:10.299,91.989,79.458,9.659,9.655
2026-05-26 20:40:10.402,92.362,78.891,9.661,9.66
2026-05-26 20:40:10.505,92.85,80.151,9.66,9.655
2026-05-26 20:40:10.607,91.978,79.114,9.685,9.685
2026-05-26 20:40:10.710,92.614,79.123,9.689,9.685
